date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
2024-05-05,New Delhi,Corn,26,30 - 33,31 - 43,1kg,resource/images/vegetables/corn-64.png
2024-05-05,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-05,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-05,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-05,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-05,New Delhi,Brinjal,28,32 - 36,34 - 46,1kg,resource/images/vegetables/brinjal-64.png
2024-05-05,New Delhi,Brinjal (Big),24,28 - 30,29 - 40,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-05,New Delhi,Elephant Yam,24,28 - 30,29 - 40,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-05,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-05,New Delhi,French Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-05,New Delhi,Garlic,171,197 - 217,205 - 282,1kg,resource/images/vegetables/garlic-64.png
2024-05-05,New Delhi,Ginger,111,128 - 141,133 - 183,1kg,resource/images/vegetables/ginger-64.png
2024-05-05,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-05,New Delhi,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-05,New Delhi,Ivy Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-05,New Delhi,Lemon (Lime),65,75 - 83,78 - 107,1kg,resource/images/vegetables/lemon-64.png
2024-05-05,New Delhi,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-05,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-05,New Delhi,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2024-05-05,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-05,New Delhi,Ladies Finger,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-05,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-05,New Delhi,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2024-05-05,New Delhi,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-05,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-05-05,New Delhi,Snake Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-05,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-05,New Delhi,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
2024-05-05,New Delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-06,New Delhi,Onion Big,25,29 - 32,30 - 41,1kg,resource/images/vegetables/onionbig-64.png
2024-05-06,New Delhi,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-06,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-06,New Delhi,Green Chilli,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenchili-64.png
2024-05-06,New Delhi,Beetroot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/beetroot-64.png
2024-05-06,New Delhi,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
2024-05-06,New Delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-06,New Delhi,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-06,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-06,New Delhi,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-06,New Delhi,Baby Corn,49,56 - 62,59 - 81,1kg,resource/images/vegetables/babycorn-64.png
2024-05-06,New Delhi,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-06,New Delhi,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
2024-05-06,New Delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-06,New Delhi,Bottle Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-06,New Delhi,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-06,New Delhi,Broad Beans,29,33 - 37,35 - 48,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-06,New Delhi,Cabbage,21,24 - 27,25 - 35,1kg,resource/images/vegetables/cabbage-64.png
2024-05-06,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-05-06,New Delhi,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-06,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-06,New Delhi,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
2024-05-06,New Delhi,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-06,New Delhi,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-06,New Delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-06,New Delhi,Corn,26,30 - 33,31 - 43,1kg,resource/images/vegetables/corn-64.png
2024-05-06,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-06,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-06,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-06,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-06,New Delhi,Brinjal,28,32 - 36,34 - 46,1kg,resource/images/vegetables/brinjal-64.png
2024-05-06,New Delhi,Brinjal (Big),24,28 - 30,29 - 40,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-06,New Delhi,Elephant Yam,24,28 - 30,29 - 40,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-06,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-06,New Delhi,French Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-06,New Delhi,Garlic,171,197 - 217,205 - 282,1kg,resource/images/vegetables/garlic-64.png
2024-05-06,New Delhi,Ginger,111,128 - 141,133 - 183,1kg,resource/images/vegetables/ginger-64.png
2024-05-06,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-06,New Delhi,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-06,New Delhi,Ivy Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-06,New Delhi,Lemon (Lime),65,75 - 83,78 - 107,1kg,resource/images/vegetables/lemon-64.png
2024-05-06,New Delhi,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-06,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-06,New Delhi,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2024-05-06,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-06,New Delhi,Ladies Finger,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-06,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-06,New Delhi,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2024-05-06,New Delhi,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-06,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-05-06,New Delhi,Snake Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-06,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-06,New Delhi,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
2024-05-06,New Delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-07,New Delhi,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-07,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-07,New Delhi,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
2024-05-07,New Delhi,Green Chilli,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenchili-64.png
2024-05-07,New Delhi,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
2024-05-07,New Delhi,Potato,29,33 - 37,35 - 48,1kg,resource/images/vegetables/potato-64.png
2024-05-07,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-07,New Delhi,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-07,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-07,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-07,New Delhi,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
2024-05-07,New Delhi,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-07,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-05-07,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-07,New Delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-07,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-07,New Delhi,Broad Beans,33,38 - 42,40 - 54,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-07,New Delhi,Cabbage,22,25 - 28,26 - 36,1kg,resource/images/vegetables/cabbage-64.png
2024-05-07,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-05-07,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-07,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-07,New Delhi,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
2024-05-07,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-07,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-05-07,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-07,New Delhi,Corn,25,29 - 32,30 - 41,1kg,resource/images/vegetables/corn-64.png
2024-05-07,New Delhi,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
2024-05-07,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-07,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-07,New Delhi,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-07,New Delhi,Brinjal,25,29 - 32,30 - 41,1kg,resource/images/vegetables/brinjal-64.png
2024-05-07,New Delhi,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-07,New Delhi,Elephant Yam,27,31 - 34,32 - 45,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-07,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-07,New Delhi,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-07,New Delhi,Garlic,169,194 - 215,203 - 279,1kg,resource/images/vegetables/garlic-64.png
2024-05-07,New Delhi,Ginger,117,135 - 149,140 - 193,1kg,resource/images/vegetables/ginger-64.png
2024-05-07,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-07,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-07,New Delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-07,New Delhi,Lemon (Lime),72,83 - 91,86 - 119,1kg,resource/images/vegetables/lemon-64.png
2024-05-07,New Delhi,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-07,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-07,New Delhi,Mushroom,88,101 - 112,106 - 145,1kg,resource/images/vegetables/mushroom-64.png
2024-05-07,New Delhi,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-07,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-07,New Delhi,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-07,New Delhi,Radish,23,26 - 29,28 - 38,1kg,resource/images/vegetables/radish-64.png
2024-05-07,New Delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-07,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-05-07,New Delhi,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-07,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-07,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
2024-05-07,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-08,New Delhi,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-08,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-08,New Delhi,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
2024-05-08,New Delhi,Green Chilli,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenchili-64.png
2024-05-08,New Delhi,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
2024-05-08,New Delhi,Potato,29,33 - 37,35 - 48,1kg,resource/images/vegetables/potato-64.png
2024-05-08,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-08,New Delhi,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-08,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-08,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-08,New Delhi,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
2024-05-08,New Delhi,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-08,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-05-08,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-08,New Delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-08,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-08,New Delhi,Broad Beans,33,38 - 42,40 - 54,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-08,New Delhi,Cabbage,22,25 - 28,26 - 36,1kg,resource/images/vegetables/cabbage-64.png
2024-05-08,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-05-08,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-08,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-08,New Delhi,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
2024-05-08,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-08,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2024-05-08,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-08,New Delhi,Corn,25,29 - 32,30 - 41,1kg,resource/images/vegetables/corn-64.png
2024-05-08,New Delhi,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
2024-05-08,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-08,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-08,New Delhi,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-08,New Delhi,Brinjal,25,29 - 32,30 - 41,1kg,resource/images/vegetables/brinjal-64.png
2024-05-08,New Delhi,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-08,New Delhi,Elephant Yam,27,31 - 34,32 - 45,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-08,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-08,New Delhi,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-08,New Delhi,Garlic,169,194 - 215,203 - 279,1kg,resource/images/vegetables/garlic-64.png
2024-05-08,New Delhi,Ginger,117,135 - 149,140 - 193,1kg,resource/images/vegetables/ginger-64.png
2024-05-08,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-08,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-08,New Delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-08,New Delhi,Lemon (Lime),72,83 - 91,86 - 119,1kg,resource/images/vegetables/lemon-64.png
2024-05-08,New Delhi,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-08,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-08,New Delhi,Mushroom,88,101 - 112,106 - 145,1kg,resource/images/vegetables/mushroom-64.png
2024-05-08,New Delhi,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-08,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-08,New Delhi,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-08,New Delhi,Radish,23,26 - 29,28 - 38,1kg,resource/images/vegetables/radish-64.png
2024-05-08,New Delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-08,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-05-08,New Delhi,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-08,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-08,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
2024-05-08,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-09,New Delhi,Onion Big,25,29 - 32,30 - 41,1kg,resource/images/vegetables/onionbig-64.png
2024-05-09,New Delhi,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-09,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-09,New Delhi,Green Chilli,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenchili-64.png
2024-05-09,New Delhi,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2024-05-09,New Delhi,Potato,29,33 - 37,35 - 48,1kg,resource/images/vegetables/potato-64.png
2024-05-09,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-09,New Delhi,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-09,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-09,New Delhi,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-09,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-05-09,New Delhi,Banana Flower,17,20 - 22,20 - 28,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-09,New Delhi,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-05-09,New Delhi,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
